escu_detection,mitre_attack
"ESCU - Windows Cisco Secure Endpoint Stop Immunet Service Via Sfc - Rule","T1562.001"
"ESCU - Windows Cisco Secure Endpoint Unblock File Via Sfc - Rule","T1562.001"
"ESCU - Windows Cisco Secure Endpoint Uninstall Immunet Service Via Sfc - Rule","T1562.001"
"ESCU - Windows ClipBoard Data via Get-ClipBoard - Rule","T1115"
"ESCU - Windows Cmdline Tool Execution From Non-Shell Process - Rule","T1059.007"
"ESCU - Windows COM Hijacking InprocServer32 Modification - Rule","T1546.015"
"ESCU - Windows Command and Scripting Interpreter Hunting Path Traversal - Rule","T1059"
"ESCU - Windows Command and Scripting Interpreter Path Traversal Exec - Rule","T1059"
"ESCU - Windows Command Shell DCRat ForkBomb Payload - Rule","T1059.003"
"ESCU - Windows Common Abused Cmd Shell Risk Behavior - Rule","T1016|T1033|T1049|T1059|T1222|T1529"
"ESCU - Windows Compatibility Telemetry Suspicious Child Process - Rule","T1053.005|T1546"
"ESCU - Windows Compatibility Telemetry Tampering Through Registry - Rule","T1053.005|T1546"
"ESCU - Windows Computer Account Created by Computer Account - Rule","T1558"
"ESCU - Windows Computer Account Requesting Kerberos Ticket - Rule","T1558"
"ESCU - Windows Computer Account With SPN - Rule","T1558"
"ESCU - Windows ComputerDefaults Spawning a Process - Rule","T1548.002"
"ESCU - Windows ConHost with Headless Argument - Rule","T1564.003|T1564.006"
"ESCU - Windows ConsoleHost History File Deletion - Rule","T1070.003"
"ESCU - Windows Create Local Account - Rule","T1136.001"
"ESCU - Windows Create Local Administrator Account Via Net - Rule","T1136.001"
"ESCU - Windows Credential Access From Browser Password Store - Rule","T1012"
"ESCU - Windows Credential Dumping LSASS Memory Createdump - Rule","T1003.001"
"ESCU - Windows Credential Target Information Structure in Commandline - Rule","T1071.004|T1187|T1557.001"
"ESCU - Windows Credentials Access via VaultCli Module - Rule","T1555.004"
"ESCU - Windows Credentials from Password Stores Chrome Copied in TEMP Dir - Rule","T1555.003"
"ESCU - Windows Credentials from Password Stores Chrome Extension Access - Rule","T1012"
"ESCU - Windows Credentials from Password Stores Chrome LocalState Access - Rule","T1012"
"ESCU - Windows Credentials from Password Stores Chrome Login Data Access - Rule","T1012"
"ESCU - Windows Credentials from Password Stores Creation - Rule","T1555"
"ESCU - Windows Credentials from Password Stores Deletion - Rule","T1555"
"ESCU - Windows Credentials from Password Stores Query - Rule","T1555"
"ESCU - Windows Credentials from Web Browsers Saved in TEMP Folder - Rule","T1555.003"
"ESCU - Windows Credentials in Registry Reg Query - Rule","T1552.002"
"ESCU - Windows Curl Download to Suspicious Path - Rule","T1105"
"ESCU - Windows Curl Upload to Remote Destination - Rule","T1105"
"ESCU - Windows Data Destruction Recursive Exec Files Deletion - Rule","T1485"
"ESCU - Windows Debugger Tool Execution - Rule","T1036"
"ESCU - Windows Defacement Modify Transcodedwallpaper File - Rule","T1491"
"ESCU - Windows Default Group Policy Object Modified - Rule","T1484.001"
"ESCU - Windows Default Group Policy Object Modified with GPME - Rule","T1484.001"
"ESCU - Windows Default RDP File Creation By Non MSTSC Process - Rule","T1021.001"
"ESCU - Windows Default Rdp File Deletion - Rule","T1070.004"
"ESCU - Windows Default Rdp File Unhidden - Rule","T1021.001"
"ESCU - Windows Defender ASR Audit Events - Rule","T1059|T1566.001|T1566.002"
"ESCU - Windows Defender ASR Block Events - Rule","T1059|T1566.001|T1566.002"
"ESCU - Windows Defender ASR or Threat Configuration Tamper - Rule","T1562.001"
"ESCU - Windows Defender ASR Registry Modification - Rule","T1112"
"ESCU - Windows Defender ASR Rule Disabled - Rule","T1112"
"ESCU - Windows Defender ASR Rules Stacking - Rule","T1059|T1566.001|T1566.002"
"ESCU - Windows Defender Exclusion Registry Entry - Rule","T1562.001"
"ESCU - Windows Delete or Modify System Firewall - Rule","T1562.004"
"ESCU - Windows Deleted Registry By A Non Critical Process File Path - Rule","T1112"
"ESCU - Windows Detect Network Scanner Behavior - Rule","T1595.001|T1595.002"
"ESCU - Windows Developer-Signed MSIX Package Installation - Rule","T1204.002|T1553.005"
"ESCU - Windows Disable Change Password Through Registry - Rule","T1112"
"ESCU - Windows Disable Internet Explorer Addons - Rule","T1176.001"
"ESCU - Windows Disable Lock Workstation Feature Through Registry - Rule","T1112"
"ESCU - Windows Disable LogOff Button Through Registry - Rule","T1112"
"ESCU - Windows Disable Memory Crash Dump - Rule","T1485"
"ESCU - Windows Disable Notification Center - Rule","T1112"
"ESCU - Windows Disable or Modify Tools Via Taskkill - Rule","T1562.001"
"ESCU - Windows Disable or Stop Browser Process - Rule","T1562.001"
"ESCU - Windows Disable Shutdown Button Through Registry - Rule","T1112"
"ESCU - Windows Disable Windows Event Logging Disable HTTP Logging - Rule","T1505.004|T1562.002"
"ESCU - Windows Disable Windows Group Policy Features Through Registry - Rule","T1112"
"ESCU - Windows DisableAntiSpyware Registry - Rule","T1562.001"
"ESCU - Windows DiskCryptor Usage - Rule","T1486"
"ESCU - Windows Diskshadow Proxy Execution - Rule","T1218"
"ESCU - Windows DISM Install PowerShell Web Access - Rule","T1548.002"
"ESCU - Windows DISM Remove Defender - Rule","T1562.001"
"ESCU - Windows DLL Module Loaded in Temp Dir - Rule","T1105"
"ESCU - Windows DLL Search Order Hijacking Hunt with Sysmon - Rule","T1574.001"
"ESCU - Windows DLL Search Order Hijacking with iscsicpl - Rule","T1574.001"
"ESCU - Windows DLL Side-Loading In Calc - Rule","T1574.001"
"ESCU - Windows DLL Side-Loading Process Child Of Calc - Rule","T1574.001"
"ESCU - Windows DNS Gather Network Info - Rule","T1590.002"
"ESCU - Windows DNS Query Request To TinyUrl - Rule","T1105"
"ESCU - Windows DnsAdmins New Member Added - Rule","T1098"
"ESCU - Windows Domain Account Discovery Via Get-NetComputer - Rule","T1087.002"
"ESCU - Windows Domain Admin Impersonation Indicator - Rule","T1558"
"ESCU - Windows DotNet Binary in Non Standard Path - Rule","T1036.003|T1218.004"
"ESCU - Windows Driver Inventory - Rule","T1068"
"ESCU - Windows Driver Load Non-Standard Path - Rule","T1014|T1068"
"ESCU - Windows Drivers Loaded by Signature - Rule","T1014|T1068"
"ESCU - Windows Enable PowerShell Web Access - Rule","T1059.001"
"ESCU - Windows Enable Win32 ScheduledJob via Registry - Rule","T1053.005"
"ESCU - Windows ESX Admins Group Creation Security Event - Rule","T1136.001|T1136.002"
"ESCU - Windows ESX Admins Group Creation via Net - Rule","T1136.001|T1136.002"
"ESCU - Windows ESX Admins Group Creation via PowerShell - Rule","T1136.001|T1136.002"
"ESCU - Windows Event For Service Disabled - Rule","T1562.001"
"ESCU - Windows Event Log Cleared - Rule","T1070.001"
"ESCU - Windows Event Logging Service Has Shutdown - Rule","T1070.001"
"ESCU - Windows Event Triggered Image File Execution Options Injection - Rule","T1546.012"
"ESCU - Windows Eventlog Cleared Via Wevtutil - Rule","T1070.001"
"ESCU - Windows EventLog Recon Activity Using Log Query Utilities - Rule","T1654"
"ESCU - Windows Excel ActiveMicrosoftApp Child Process - Rule","T1021.003"
"ESCU - Windows Excessive Disabled Services Event - Rule","T1562.001"
"ESCU - Windows Excessive Service Stop Attempt - Rule","T1489"
"ESCU - Windows Excessive Usage Of Net App - Rule","T1531"
"ESCU - Windows Executable in Loaded Modules - Rule","T1129"
"ESCU - Windows Executable Masquerading as Benign File Types - Rule","T1036.008"
"ESCU - Windows Execute Arbitrary Commands with MSDT - Rule","T1218"
"ESCU - Windows Exfiltration Over C2 Via Invoke RestMethod - Rule","T1041"
"ESCU - Windows Exfiltration Over C2 Via Powershell UploadString - Rule","T1041"
"ESCU - Windows Explorer.exe Spawning PowerShell or Cmd - Rule","T1059.001|T1204.002"
"ESCU - Windows Explorer LNK Exploit Process Launch With Padding - Rule","T1059.001|T1204.002"
"ESCU - Windows Export Certificate - Rule","T1552.004|T1649"
"ESCU - Windows File and Directory Enable ReadOnly Permissions - Rule","T1222.001"
"ESCU - Windows File and Directory Permissions Enable Inheritance - Rule","T1222.001"
"ESCU - Windows File and Directory Permissions Remove Inheritance - Rule","T1222.001"
"ESCU - Windows File Collection Via Copy Utilities - Rule","T1119"
"ESCU - Windows File Download Via CertUtil - Rule","T1105"
"ESCU - Windows File Download Via PowerShell - Rule","T1059.001|T1105"
"ESCU - Windows File Share Discovery With Powerview - Rule","T1135"
"ESCU - Windows File Transfer Protocol In Non-Common Process Path - Rule","T1071.003"
"ESCU - Windows File Without Extension In Critical Folder - Rule","T1485"
"ESCU - Windows Files and Dirs Access Rights Modification Via Icacls - Rule","T1222.001"
"ESCU - Windows Find Domain Organizational Units with GetDomainOU - Rule","T1087.002"
"ESCU - Windows Find Interesting ACL with FindInterestingDomainAcl - Rule","T1087.002"
"ESCU - Windows Findstr GPP Discovery - Rule","T1552.006"
"ESCU - Windows Firewall Rule Added - Rule","T1562.004"
"ESCU - Windows Firewall Rule Deletion - Rule","T1562.004"
"ESCU - Windows Firewall Rule Modification - Rule","T1562.004"
"ESCU - Windows Forest Discovery with GetForestDomain - Rule","T1087.002"
"ESCU - Windows Gather Victim Host Information Camera - Rule","T1592.001"
"ESCU - Windows Gather Victim Identity SAM Info - Rule","T1589.001"
"ESCU - Windows Gdrive Binary Activity - Rule","T1567"
"ESCU - Windows Get-AdComputer Unconstrained Delegation Discovery - Rule","T1018"
"ESCU - Windows Get Local Admin with FindLocalAdminAccess - Rule","T1087.002"
"ESCU - Windows Global Object Access Audit List Cleared Via Auditpol - Rule","T1562.002"
"ESCU - Windows Group Discovery Via Net - Rule","T1069.001|T1069.002"
"ESCU - Windows Group Policy Object Created - Rule","T1078.002|T1484.001"
"ESCU - Windows Handle Duplication in Known UAC-Bypass Binaries - Rule","T1134.001"
"ESCU - Windows Hidden Schedule Task Settings - Rule","T1053"
"ESCU - Windows Hide Notification Features Through Registry - Rule","T1112"
"ESCU - Windows High File Deletion Frequency - Rule","T1485"
"ESCU - Windows Hijack Execution Flow Version Dll Side Load - Rule","T1574.001"
"ESCU - Windows HTTP Network Communication From MSIExec - Rule","T1218.007"
"ESCU - Windows Hunting System Account Targeting Lsass - Rule","T1003.001"
"ESCU - Windows Identify PowerShell Web Access IIS Pool - Rule","T1190"
"ESCU - Windows Identify Protocol Handlers - Rule","T1059"
"ESCU - Windows IIS Components Add New Module - Rule","T1505.004"
"ESCU - Windows IIS Components Get-WebGlobalModule Module Query - Rule","T1505.004"
"ESCU - Windows IIS Components Module Failed to Load - Rule","T1505.004"
"ESCU - Windows IIS Components New Module Added - Rule","T1505.004"
"ESCU - Windows Impair Defense Add Xml Applocker Rules - Rule","T1562.001"
"ESCU - Windows Impair Defense Change Win Defender Health Check Intervals - Rule","T1562.001"
"ESCU - Windows Impair Defense Change Win Defender Quick Scan Interval - Rule","T1562.001"
"ESCU - Windows Impair Defense Change Win Defender Throttle Rate - Rule","T1562.001"
"ESCU - Windows Impair Defense Change Win Defender Tracing Level - Rule","T1562.001"
"ESCU - Windows Impair Defense Configure App Install Control - Rule","T1562.001"
"ESCU - Windows Impair Defense Define Win Defender Threat Action - Rule","T1562.001"
"ESCU - Windows Impair Defense Delete Win Defender Context Menu - Rule","T1562.001"
"ESCU - Windows Impair Defense Delete Win Defender Profile Registry - Rule","T1562.001"
"ESCU - Windows Impair Defense Deny Security Software With Applocker - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Controlled Folder Access - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Defender Firewall And Network - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Defender Protocol Recognition - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable PUA Protection - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Realtime Signature Delivery - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Web Evaluation - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender App Guard - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Compute File Hashes - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Gen reports - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Network Protection - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Report Infection - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Scan On Update - Rule","T1562.001"
"ESCU - Windows Impair Defense Disable Win Defender Signature Retirement - Rule","T1562.001"
"ESCU - Windows Impair Defense Overide Win Defender Phishing Filter - Rule","T1562.001"
"ESCU - Windows Impair Defense Override SmartScreen Prompt - Rule","T1562.001"
"ESCU - Windows Impair Defense Set Win Defender Smart Screen Level To Warn - Rule","T1562.001"
"ESCU - Windows Impair Defenses Disable Auto Logger Session - Rule","T1562.001"
"ESCU - Windows Impair Defenses Disable AV AutoStart via Registry - Rule","T1112"
"ESCU - Windows Impair Defenses Disable HVCI - Rule","T1562.001"
"ESCU - Windows Impair Defenses Disable Win Defender Auto Logging - Rule","T1562.001"
"ESCU - Windows Important Audit Policy Disabled - Rule","T1562.001"
"ESCU - Windows Increase in Group or Object Modification Activity - Rule","T1098|T1562"
"ESCU - Windows Increase in User Modification Activity - Rule","T1098|T1562"
"ESCU - Windows Indicator Removal Via Rmdir - Rule","T1070"
"ESCU - Windows Indirect Command Execution Via forfiles - Rule","T1202"
"ESCU - Windows Indirect Command Execution Via pcalua - Rule","T1202"
"ESCU - Windows Indirect Command Execution Via Series Of Forfiles - Rule","T1202"
"ESCU - Windows Information Discovery Fsutil - Rule","T1082"
"ESCU - Windows Ingress Tool Transfer Using Explorer - Rule","T1105"
"ESCU - Windows InProcServer32 New Outlook Form - Rule","T1112|T1566"
"ESCU - Windows Input Capture Using Credential UI Dll - Rule","T1056.002"
"ESCU - Windows InstallUtil Credential Theft - Rule","T1218.004"
"ESCU - Windows InstallUtil in Non Standard Path - Rule","T1036.003|T1218.004"
"ESCU - Windows InstallUtil Remote Network Connection - Rule","T1218.004"
"ESCU - Windows InstallUtil Uninstall Option - Rule","T1218.004"
"ESCU - Windows InstallUtil URL in Command Line - Rule","T1218.004"
"ESCU - Windows ISO LNK File Creation - Rule","T1204.001|T1566.001"
"ESCU - Windows Kerberos Coercion via DNS - Rule","T1071.004|T1187|T1557.001"
"ESCU - Windows Kerberos Local Successful Logon - Rule","T1558"
"ESCU - Windows Known Abused DLL Created - Rule","T1574.001"
"ESCU - Windows Known Abused DLL Loaded Suspiciously - Rule","T1574.001"
"ESCU - Windows Known GraphicalProton Loaded Modules - Rule","T1574.001"
"ESCU - Windows KrbRelayUp Service Creation - Rule","T1543.003"
"ESCU - Windows Large Number of Computer Service Tickets Requested - Rule","T1078|T1135"
"ESCU - Windows Ldifde Directory Object Behavior - Rule","T1069.002|T1105"
"ESCU - Windows Linked Policies In ADSI Discovery - Rule","T1087.002"
"ESCU - Windows List ENV Variables Via SET Command From Uncommon Parent - Rule","T1055"
"ESCU - Windows Local Administrator Credential Stuffing - Rule","T1110.004"
"ESCU - Windows Local LLM Framework Execution - Rule","T1543"
"ESCU - Windows LOLBAS Executed As Renamed File - Rule","T1036.003|T1218.011"
"ESCU - Windows LOLBAS Executed Outside Expected Path - Rule","T1036.005|T1218.011"
"ESCU - Windows LSA Secrets NoLMhash Registry - Rule","T1003.004"
"ESCU - Windows Mail Protocol In Non-Common Process Path - Rule","T1071.003"
"ESCU - Windows Mark Of The Web Bypass - Rule","T1553.005"
"ESCU - Windows Masquerading Explorer As Child Process - Rule","T1574.001"
"ESCU - Windows Masquerading Msdtc Process - Rule","T1036"
"ESCU - Windows Mimikatz Binary Execution - Rule","T1003"
"ESCU - Windows Mimikatz Crypto Export File Extensions - Rule","T1649"
"ESCU - Windows Modify Registry AuthenticationLevelOverride - Rule","T1112"
"ESCU - Windows Modify Registry Auto Minor Updates - Rule","T1112"
"ESCU - Windows Modify Registry Auto Update Notif - Rule","T1112"
"ESCU - Windows Modify Registry Configure BitLocker - Rule","T1112"
"ESCU - Windows Modify Registry Default Icon Setting - Rule","T1112"
"ESCU - Windows Modify Registry Delete Firewall Rules - Rule","T1112"
"ESCU - Windows Modify Registry Disable RDP - Rule","T1112"
"ESCU - Windows Modify Registry Disable Restricted Admin - Rule","T1112"
"ESCU - Windows Modify Registry Disable Toast Notifications - Rule","T1112"
"ESCU - Windows Modify Registry Disable Win Defender Raw Write Notif - Rule","T1112"
"ESCU - Windows Modify Registry Disable WinDefender Notifications - Rule","T1112"
"ESCU - Windows Modify Registry Disable Windows Security Center Notif - Rule","T1112"
"ESCU - Windows Modify Registry DisableRemoteDesktopAntiAlias - Rule","T1112"
"ESCU - Windows Modify Registry DisableSecuritySettings - Rule","T1112"
"ESCU - Windows Modify Registry Disabling WER Settings - Rule","T1112"
"ESCU - Windows Modify Registry DisAllow Windows App - Rule","T1112"
"ESCU - Windows Modify Registry Do Not Connect To Win Update - Rule","T1112"
"ESCU - Windows Modify Registry DontShowUI - Rule","T1112"
"ESCU - Windows Modify Registry EnableLinkedConnections - Rule","T1112"
"ESCU - Windows Modify Registry LongPathsEnabled - Rule","T1112"
"ESCU - Windows Modify Registry MaxConnectionPerServer - Rule","T1112"
"ESCU - Windows Modify Registry No Auto Reboot With Logon User - Rule","T1112"
"ESCU - Windows Modify Registry No Auto Update - Rule","T1112"
"ESCU - Windows Modify Registry NoChangingWallPaper - Rule","T1112"
"ESCU - Windows Modify Registry on Smart Card Group Policy - Rule","T1112"
"ESCU - Windows Modify Registry ProxyEnable - Rule","T1112"
"ESCU - Windows Modify Registry ProxyServer - Rule","T1112"
"ESCU - Windows Modify Registry Qakbot Binary Data Registry - Rule","T1112"
"ESCU - Windows Modify Registry Regedit Silent Reg Import - Rule","T1112"
"ESCU - Windows Modify Registry Risk Behavior - Rule","T1112"
"ESCU - Windows Modify Registry Suppress Win Defender Notif - Rule","T1112"
"ESCU - Windows Modify Registry Tamper Protection - Rule","T1112"
"ESCU - Windows Modify Registry to Add or Modify Firewall Rule - Rule","T1112"
"ESCU - Windows Modify Registry UpdateServiceUrlAlternate - Rule","T1112"
"ESCU - Windows Modify Registry USeWuServer - Rule","T1112"
"ESCU - Windows Modify Registry Utilize ProgIDs - Rule","T1112"
"ESCU - Windows Modify Registry ValleyRAT C2 Config - Rule","T1112"
"ESCU - Windows Modify Registry ValleyRat PWN Reg Entry - Rule","T1112"
"ESCU - Windows Modify Registry With MD5 Reg Key Name - Rule","T1112"
"ESCU - Windows Modify Registry WuServer - Rule","T1112"
"ESCU - Windows Modify Registry wuStatusServer - Rule","T1112"
"ESCU - Windows Modify Show Compress Color And Info Tip Registry - Rule","T1112"
"ESCU - Windows Modify System Firewall with Notable Process Path - Rule","T1562.004"
"ESCU - Windows MOF Event Triggered Execution via WMI - Rule","T1546.003"
"ESCU - Windows MOVEit Transfer Writing ASPX - Rule","T1133|T1190"
"ESCU - Windows MSC EvilTwin Directory Path Manipulation - Rule","T1036.005|T1203|T1218"
"ESCU - Windows MSExchange Management Mailbox Cmdlet Usage - Rule","T1059.001"
"ESCU - Windows Mshta Execution In Registry - Rule","T1218.005"
"ESCU - Windows MSHTA Writing to World Writable Path - Rule","T1218.005"
"ESCU - Windows MSIExec DLLRegisterServer - Rule","T1218.007"
"ESCU - Windows MsiExec HideWindow Rundll32 Execution - Rule","T1218.007"
"ESCU - Windows MSIExec Remote Download - Rule","T1218.007"
"ESCU - Windows MSIExec Spawn Discovery Command - Rule","T1218.007"
"ESCU - Windows MSIExec Spawn WinDBG - Rule","T1218.007"
"ESCU - Windows MSIExec Unregister DLLRegisterServer - Rule","T1218.007"
"ESCU - Windows MSIX Package Interaction - Rule","T1204.002"
"ESCU - Windows MSTSC RDP Commandline - Rule","T1021.001"
"ESCU - Windows Multiple Account Passwords Changed - Rule","T1078|T1098"
"ESCU - Windows Multiple Accounts Deleted - Rule","T1078|T1098"
"ESCU - Windows Multiple Accounts Disabled - Rule","T1078|T1098"
"ESCU - Windows Multiple Disabled Users Failed To Authenticate Wth Kerberos - Rule","T1110.003"
"ESCU - Windows Multiple Invalid Users Fail To Authenticate Using Kerberos - Rule","T1110.003"
"ESCU - Windows Multiple Invalid Users Failed To Authenticate Using NTLM - Rule","T1110.003"
"ESCU - Windows Multiple NTLM Null Domain Authentications - Rule","T1110.003"
"ESCU - Windows Multiple Users Fail To Authenticate Wth ExplicitCredentials - Rule","T1110.003"
"ESCU - Windows Multiple Users Failed To Authenticate From Host Using NTLM - Rule","T1110.003"
"ESCU - Windows Multiple Users Failed To Authenticate From Process - Rule","T1110.003"
"ESCU - Windows Multiple Users Failed To Authenticate Using Kerberos - Rule","T1110.003"
"ESCU - Windows Multiple Users Remotely Failed To Authenticate From Host - Rule","T1110.003"
"ESCU - Windows Net System Service Discovery - Rule","T1007"
"ESCU - Windows NetSupport RMM DLL Loaded By Uncommon Process - Rule","T1036"
"ESCU - Windows Network Connection Discovery Via Net - Rule","T1049"
"ESCU - Windows Network Share Interaction Via Net - Rule","T1039|T1135"
"ESCU - Windows New Custom Security Descriptor Set On EventLog Channel - Rule","T1562.002"
"ESCU - Windows New Default File Association Value Set - Rule","T1546.001"
"ESCU - Windows New Deny Permission Set On Service SD Via Sc.EXE - Rule","T1564"
"ESCU - Windows New EventLog ChannelAccess Registry Value Set - Rule","T1562.002"
"ESCU - Windows New InProcServer32 Added - Rule","T1112"
"ESCU - Windows New Service Security Descriptor Set Via Sc.EXE - Rule","T1564"
"ESCU - Windows Ngrok Reverse Proxy Usage - Rule","T1090|T1102|T1572"
"ESCU - Windows NirSoft AdvancedRun - Rule","T1588.002"
"ESCU - Windows NirSoft Tool Bundle File Created - Rule","T1588.002"
"ESCU - Windows NirSoft Utilities - Rule","T1588.002"
"ESCU - Windows Njrat Fileless Storage via Registry - Rule","T1027.011"
"ESCU - Windows Non Discord App Access Discord LevelDB - Rule","T1012"
"ESCU - Windows Non-System Account Targeting Lsass - Rule","T1003.001"
"ESCU - Windows Obfuscated Files or Information via RAR SFX - Rule","T1027.013"
"ESCU - Windows Odbcconf Hunting - Rule","T1218.008"
"ESCU - Windows Odbcconf Load DLL - Rule","T1218.008"
"ESCU - Windows Odbcconf Load Response File - Rule","T1218.008"
"ESCU - Windows Office Product Dropped Cab or Inf File - Rule","T1566.001"
"ESCU - Windows Office Product Dropped Uncommon File - Rule","T1566.001"
"ESCU - Windows Office Product Loaded MSHTML Module - Rule","T1566.001"
"ESCU - Windows Office Product Loading Taskschd DLL - Rule","T1566.001"
"ESCU - Windows Office Product Loading VBE7 DLL - Rule","T1566.001"
"ESCU - Windows Office Product Spawned Child Process For Download - Rule","T1566.001"
"ESCU - Windows Office Product Spawned Control - Rule","T1566.001"
"ESCU - Windows Office Product Spawned MSDT - Rule","T1566.001"
"ESCU - Windows Office Product Spawned Rundll32 With No DLL - Rule","T1566.001"
"ESCU - Windows Office Product Spawned Uncommon Process - Rule","T1566.001"
"ESCU - Windows Outlook Dialogs Disabled from Unusual Process - Rule","T1112|T1562"
"ESCU - Windows Outlook LoadMacroProviderOnBoot Persistence - Rule","T1112|T1137"
"ESCU - Windows Outlook Macro Created by Suspicious Process - Rule","T1059.005|T1137"
"ESCU - Windows Outlook Macro Security Modified - Rule","T1008|T1137"
"ESCU - Windows Outlook WebView Registry Modification - Rule","T1112"
"ESCU - Windows PaperCut NG Spawn Shell - Rule","T1059|T1133|T1190"
"ESCU - Windows Parent PID Spoofing with Explorer - Rule","T1134.004"
"ESCU - Windows Password Managers Discovery - Rule","T1555.005"
"ESCU - Windows Password Policy Discovery with Net - Rule","T1201"
"ESCU - Windows Phishing Outlook Drop Dll In FORM Dir - Rule","T1566"
"ESCU - Windows Phishing PDF File Executes URL Link - Rule","T1566.001"
"ESCU - Windows Phishing Recent ISO Exec Registry - Rule","T1566.001"
"ESCU - Windows Possible Credential Dumping - Rule","T1003.001"
"ESCU - Windows Post Exploitation Risk Behavior - Rule","T1003|T1012|T1016|T1049|T1069|T1082|T1115|T1552"
"ESCU - Windows Potential AppDomainManager Hijack Artifacts Creation - Rule","T1574.014"
"ESCU - Windows PowerShell Add Module to Global Assembly Cache - Rule","T1505.004"
"ESCU - Windows Powershell Cryptography Namespace - Rule","T1059.001"
"ESCU - Windows PowerShell Disable HTTP Logging - Rule","T1505.004|T1562.002"
"ESCU - Windows PowerShell Export Certificate - Rule","T1552.004|T1649"
"ESCU - Windows PowerShell Export PfxCertificate - Rule","T1552.004|T1649"
"ESCU - Windows PowerShell FakeCAPTCHA Clipboard Execution - Rule","T1059.001|T1059.003|T1204.001"
"ESCU - Windows PowerShell Get CIMInstance Remote Computer - Rule","T1059.001"
"ESCU - Windows Powershell History File Deletion - Rule","T1059.003|T1070.003"
"ESCU - Windows PowerShell IIS Components WebGlobalModule Usage - Rule","T1505.004"
"ESCU - Windows Powershell Import Applocker Policy - Rule","T1059.001|T1562.001"
"ESCU - Windows PowerShell Invoke-RestMethod IP Information Collection - Rule","T1016|T1059.001|T1082"
"ESCU - Windows PowerShell Invoke-Sqlcmd Execution - Rule","T1059.001|T1059.003"
"ESCU - Windows Powershell Logoff User via Quser - Rule","T1059.001|T1531"
"ESCU - Windows PowerShell MSIX Package Installation - Rule","T1059.001|T1547.001"
"ESCU - Windows PowerShell Process Implementing Manual Base64 Decoder - Rule","T1027.010|T1059.001"
"ESCU - Windows PowerShell Process With Malicious String - Rule","T1059.001"
"ESCU - Windows Powershell RemoteSigned File - Rule","T1059.001"
"ESCU - Windows PowerShell ScheduleTask - Rule","T1053.005|T1059.001"
"ESCU - Windows PowerShell Script Block With Malicious String - Rule","T1059.001"
"ESCU - Windows PowerShell Script From WindowsApps Directory - Rule","T1059.001|T1204.002"
"ESCU - Windows PowerShell WMI Win32 ScheduledJob - Rule","T1059.001"
"ESCU - Windows PowerSploit GPP Discovery - Rule","T1552.006"
"ESCU - Windows PowerView AD Access Control List Enumeration - Rule","T1069|T1078.002"
"ESCU - Windows PowerView Constrained Delegation Discovery - Rule","T1018"
"ESCU - Windows PowerView Kerberos Service Ticket Request - Rule","T1558.003"
"ESCU - Windows PowerView SPN Discovery - Rule","T1558.003"
"ESCU - Windows PowerView Unconstrained Delegation Discovery - Rule","T1018"
"ESCU - Windows Private Keys Discovery - Rule","T1552.004"
"ESCU - Windows Privilege Escalation Suspicious Process Elevation - Rule","T1068|T1134|T1548"
"ESCU - Windows Privilege Escalation System Process Without System Parent - Rule","T1068|T1134|T1548"
"ESCU - Windows Privilege Escalation User Process Spawn System Process - Rule","T1068|T1134|T1548"
"ESCU - Windows Privileged Group Modification - Rule","T1136.001|T1136.002"
"ESCU - Windows Process Commandline Discovery - Rule","T1057"
"ESCU - Windows Process Executed From Removable Media - Rule","T1025|T1091|T1200"
"ESCU - Windows Process Execution From ProgramData - Rule","T1036.005"
"ESCU - Windows Process Execution From RDP Share - Rule","T1021.001|T1059|T1105"
"ESCU - Windows Process Execution in Temp Dir - Rule","T1036.005|T1543"
"ESCU - Windows Process Injection In Non-Service SearchIndexer - Rule","T1055"
"ESCU - Windows Process Injection into Commonly Abused Processes - Rule","T1055.002"
"ESCU - Windows Process Injection into Notepad - Rule","T1055.002"
"ESCU - Windows Process Injection Of Wermgr to Known Browser - Rule","T1055.001"
"ESCU - Windows Process Injection Remote Thread - Rule","T1055.002"
"ESCU - Windows Process Injection Wermgr Child Process - Rule","T1055"
"ESCU - Windows Process Injection With Public Source Path - Rule","T1055.002"
"ESCU - Windows Process With NamedPipe CommandLine - Rule","T1055"
"ESCU - Windows Process With NetExec Command Line Parameters - Rule","T1550.003|T1558.003|T1558.004"
"ESCU - Windows Process Writing File to World Writable Path - Rule","T1218.005"
"ESCU - Windows Processes Killed By Industroyer2 Malware - Rule","T1489"
"ESCU - Windows Protocol Tunneling with Plink - Rule","T1021.004|T1572"
"ESCU - Windows Proxy Via Netsh - Rule","T1090.001"
